text,label
Indochine (1992),1
Bitter Sugar (Azucar Amargo) (1996),1
The Tangled Thread (Morland Dynasty  #10),0
Embracing Love  Vol. 4,0
Terraforming Earth,0
Oliver! (1968),1
Stranger in the House (1997),1
Star Wars: The New Essential Guide to Alien Species,0
An Ideal Husband,0
Mommie Dearest (1981),1
"Opportunists, The (1999)",1
O Historiador,0
"Year My Voice Broke, The (1987)",1
A Transatlantic Love Affair: Letters to Nelson Algren,0
Corvette: Fifty Years,0
Splash (1984),1
When I Was Puerto Rican,0
World War One British Poets: Brooke  Owen  Sassoon  Rosenberg and Others,0
Hunger,0
Romeo and Juliet,0
What Looks Like Crazy on an Ordinary Day (Idlewild  #1),0
A Theory of Semiotics,0
Hell Night (1981),1
The Jane Austen Book Club,0
Bed of Roses (1996),1
I Stand Alone (Seul contre tous) (1998),1
Firestarter (1984),1
"Iron Giant, The (1999)",1
The Radicalism of the American Revolution,0
Teaching Classical Ballet,0
Harry Potter and the Half-Blood Prince (Harry Potter  #6),0
Skellig: The Play,0
A Killing Rain (Louis Kincaid  #6),0
The Forever War (The Forever War  #1),0
Urban Legend (1998),1
Police Brutality: An Anthology,0
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,0
Mighty Morphin Power Rangers: The Movie (1995),1
"Clockwork Orange, A (1971)",1
A Gift Of Wings,0
Here Comes Cookie (1935),1
"Legend of Lobo, The (1962)",1
The Rabbi,0
"Godfather: Part II, The (1974)",1
Finding Time Again (In Search of Lost Time #7),0
Twelve Monkeys (1995),1
Watership Down (1978),1
Tree (Eyewitness Books),0
ヒカルの碁 22、打倒高永夏,0
It Came from Outer Space (1953),1
Under Suspicion (2000),1
Hackers (1995),1
Victoria,0
Drunks (1997),1
"Turning, The (1992)",1
Phantoms Don't Drive Sports Cars (The Adventures of the Bailey School Kids  #32),0
She's So Lovely (1997),1
The Big Box,0
The House of Mirth,0
"Man Who Knew Too Much, The (1956)",1
Mystic River,0
The Subterraneans,0
"Paralyzing Fear: The Story of Polio in America, A (1998)",1
Air Force One (1997),1
"Reluctant Debutante, The (1958)",1
The Book of the Dead (Pendergast  #7; Diogenes  #3),0
City Lights (1931),1
"Crying Game, The (1992)",1
"Crow: City of Angels, The (1996)",1
"Way We Were, The (1973)",1
Charles Dickens,0
Starting an eBay Business for Dummies,0
Notes from a Small Island,0
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,0
The Shores of Another Sea (Classics of Modern Science Fiction 3),0
The Da Vinci Code,0
The Shining,0
Fragile Things: Short Fictions and Wonders,0
Now and Then (1995),1
All That Jazz (1979),1
"Thin Blue Line, The (1988)",1
Dog Park (1998),1
Adrift in the Pacific: Two Years Holiday (Extraordinary Voyages  #32),0
Full House: The Spread of Excellence from Plato to Darwin,0
Nicomachean Ethics,0
The Metamorphosis And Other Stories,0
Somewhere in the City (1997),1
Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #7),0
Suicide Kings (1997),1
Homeward Bound: The Incredible Journey (1993),1
Blood Beach (1981),1
No Escape (1994),1
Clouds/Wasps/Birds (Aristophanes 1),0
Dazed and Confused (1993),1
Tête-à-Tête: Simone de Beauvoir and Jean-Paul Sartre,0
Volcano (1997),1
The Solace Of Leaving Early,0
Blackbeard's Ghost (1968),1
Rob Roy (1995),1
House II: The Second Story (1987),1
Four Days in September (1997),1
Simple Acts of Faith: Heartwarming Stories of One Life Touching Another,0
Things to Do in Denver when You're Dead (1995),1
"Murder, My Sweet (1944)",1
Tumbleweeds (1999),1
"Kill, Baby... Kill! (Operazione Paura) (1966)",1
The Analects,0
Blood Simple (1984),1
The Summit (Everest  #3),0
Snake Eyes (1998),1
Return from Witch Mountain (1978),1
Mona Lisa (1986),1
"Haunting, The (1999)",1
The Book of Merlyn: The Unpublished Conclusion to The Once & Future King,0
The Brothers Karamazov,0
"Wolf Man, The (1941)",1
House of Dracula (1945),1
Soul Food (1997),1
Sleeper (1973),1
Who's Afraid of Virginia Woolf? (1966),1
On Christian Doctrine,0
Six Degrees of Separation (1993),1
The Brothers Karamazov,0
Police Academy 2: Their First Assignment (1985),1
"Virgin Suicides, The (1999)",1
Sliding Doors (1998),1
101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,0
Terminator 2: Judgment Day (1991),1
"Three Ages, The (1923)",1
Shutter Island,0
In Cold Blood,0
In Custody,0
City of Golden Shadow (Otherland  #1),0
Very Bad Things (1998),1
My Life in France,0
Action Jackson (1988),1
In the Realm of the Senses (Ai no corrida) (1976),1
When Harry Met Sally... (1989),1
Real Estate Loopholes: Secrets of Successful Real Estate Investing,0
Happily Ever After (Sweet Valley High  #134),0
Our Kind of People: Inside America's Black Upper Class,0
Slow Learner: Early Stories,0
Hello Mary Lou: Prom Night II (1987),1
Lost Horizon (1937),1
Baseball: a Literary Anthology,0
Jurassic Park (1993),1
Celestial Clockwork (1994),1
Robert Van Gulik: His Life His Work,0
Red Sonja (1985),1
Taste of Cherry (1997),1
Muhammad: A Prophet for Our Time,0
Stalag 17 (1953),1
Cry  the Beloved Country,0
"Computer Wore Tennis Shoes, The (1970)",1
Twin Peaks: Fire Walk with Me (1992),1
"Man for All Seasons, A (1966)",1
Moll Flanders,0
The Birth of Tragedy,0
The Devil and Miss Prym (On the Seventh Day  #3),0
"Man in the Iron Mask, The (1998)",1
"Searchers, The (1956)",1
Armadale,0
Felicia's Journey (1999),1
H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG),0
"Best Man, The (Il Testimone dello sposo) (1997)",1
Man of Her Dreams (1996),1
Chariots of Fire (1981),1
The Zero,0
Highlander III: The Sorcerer (1994),1
Cape Fear (1991),1
Clockers (1995),1
Fantasy Gone Wrong,0
Raising Arizona (1987),1
Things: A Story of the Sixties; A Man Asleep,0
"Waterboy, The (1998)",1
Le mythe de Sisyphe,0
"Great Escape, The (1963)",1
"Devil's Brigade, The (1968)",1
Lost Boy Lost Girl,0
"Ninth Gate, The (2000)",1
The Illustrated Alchemist: A Fable about Following Your Dream,0
Sirens (1994),1
Betsy-Tacy (Betsy-Tacy  #1),0
Andre (1994),1
"Line King: Al Hirschfeld, The (1996)",1
Captivating: Unveiling the Mystery of a Woman's Soul,0
A Place Where the Sea Remembers,0
Cosi (1996),1
Screwed (2000),1
Velvet Goldmine (1998),1
eXistenZ (1999),1
Carnal Knowledge (1971),1
The Invisibles  Vol. 3: Entropy in the U.K.,0
McCabe & Mrs. Miller (1971),1
Sleepless in Seattle (1993),1
One Hundred Years Of Solitude,0
Lifeboat (1944),1
Jude (1996),1
Star Trek V: The Final Frontier (1989),1
Urbania (2000),1
Money in the Bank,0
"Sadness of Sex, The (1995)",1
"Pillow Book, The (1995)",1
Tales of Terror (1962),1
Mariel Hemingway's Healthy Living from the Inside Out: Every Woman's Guide to Real Beauty  Renewed Energy  and a Radiant Life,0
The Play Soldier,0
Cane River,0
Betsy's Wedding (Betsy-Tacy  #10),0
Star Trek: First Contact (1996),1
Heidi (Heidi  #1-2),0
Free Willy 3: The Rescue (1997),1
Bikini Beach (1964),1
Sins of a Shaker Summer (Sister Rose Callahan  #3),0
きみはペット 11 [Kimi wa Petto 11],0
Metropolitan (1990),1
What's Love Got to Do with It? (1993),1
American Psycho,0
House Corrino (Prelude to Dune #3),0
If I Have a Wicked Stepmother  Where's My Prince?,0
Mother Night (1996),1
Magnum Force (1973),1
"Breaks, The (1999)",1
Rings of Ice,0
Three Plays: Exit the King / The Killer / Macbett,0
Maison Ikkoku  Volume 7 (Maison Ikkoku  #7),0
"Man Who Knew Too Little, The (1997)",1
In the Army Now (1994),1
The Fantasies of Robert A. Heinlein,0
Bob Marley - Songs of Freedom,0
Heavyweights (1994),1
The Black Marble,0
Black Widow: The Things They Say About Her,0
Police Story 4: Project S (Chao ji ji hua) (1993),1
"Vie est belle, La (Life is Rosey) (1987)",1
Children of the Corn III (1994),1
"Trial, The (Le Procès) (1963)",1
Eugene Onegin: A Novel in Verse,0
The First Deadly Sin (Deadly Sins  #2),0
Cabin Boy (1994),1
Interface,0
"Goodbye, 20th Century (Zbogum na dvadesetiot vek) (1998)",1
Sons (House of Earth  #2),0
Dumb & Dumber (1994),1
The Pusher (87th Precinct  #3),0
Corazón de mar (Gallagher  #3),0
The Walking Dead  Vol. 3: Safety Behind Bars,0
Shadow Conspiracy (1997),1
"Empty Mirror, The (1999)",1
Tuck Everlasting,0
"Color of Money, The (1986)",1
Moonraker,0
Soft Toilet Seats (1999),1
The Best of Ray Bradbury,0
"Chambermaid on the Titanic, The (1998)",1
Demian,0
The Fourth Crusade: And the Sack of Constantinople,0
"Five Wives, Three Secretaries and Me (1998)",1
"Confessional, The (Le Confessionnal) (1995)",1
Almost Famous (2000),1
Les Saveurs de la vie,0
"Tango Lesson, The (1997)",1
Shopping (1994),1
"Last September, The (1999)",1
"Last Time I Saw Paris, The (1954)",1
America (The Book): A Citizen's Guide to Democracy Inaction  (Teacher's Edition),0
"Karate Kid, The (1984)",1
1-900 (1994),1
I Got the Hook Up (1998),1
Casper (1995),1
Driving Miss Daisy (1989),1
The Damnation Game,0
Bread and Chocolate (Pane e cioccolata) (1973),1
Full Moon (Blandings Castle  #7),0
Ménage (Tenue de soirée) (1986),1
The Nightmare Years: 1930-40 (20th Century Journey  #2),0
Flesh and Bone (1993),1
Candyman (1992),1
"Godfather: Part III, The (1990)",1
Pinocchio (1940),1
L.A. Confidential (1997),1
Jane Eyre,0
Son of Flubber (1963),1
"Blood, Guts, Bullets and Octane (1998)",1
Mass Transit (1998),1
Here  There and Everywhere: My Life Recording the Music of the Beatles,0
Swann's Way (Remembrance of Things Past  #1),0
Rude (1995),1
Santa Fe Trail (1940),1
"Saint, The (1997)",1
Year of the Horse (1997),1
Godzilla 2000 (Gojira ni-sen mireniamu) (1999),1
I Shot Andy Warhol (1996),1
"Castle, The (1997)",1
What Ever Happened to Baby Jane? (1962),1
Supreme Power: Hyperion,0
Rocket Ship Galileo (Heinlein's Juveniles  #1),0
The Star Wars Cookbook II: Darth Malt and More Galactic Recipes,0
Fiasco,0
An Unfinished Life: John F. Kennedy  1917-1963,0
The Meaning of It All: Thoughts of a Citizen-Scientist,0
To the Friend who Didn't Save my Life,0
Wend Kuuni (God's Gift) (1982),1
Switchback (1997),1
Gabbeh (1996),1
"Object of My Affection, The (1998)",1
Maus I: A Survivor's Tale: My Father Bleeds History (Maus  #1),0
Paris Is Burning (1990),1
"Lawnmower Man, The (1992)",1
Blubberina (Scrambled Legs  #5),0
Striptease (1996),1
"Flintstones, The (1994)",1
Ancient Philosophy,0
"Asphalt Jungle, The (1950)",1
Chasing Amy (1997),1
Private School (1983),1
"Ruling Class, The (1972)",1
The Two Towers (The Lord of the Rings  #2),0
Complete Beatles Chronicle  The,0
Cronos (1992),1
Richard III,0
The Hound of the Baskervilles,0
Across the River and into the Trees,0
All Things Wise and Wonderful,0
Sleeping Murder (Miss Marple  #13),0
The Age of Reason,0
Sleepers (1996),1
Marnie (1964),1
Diva (1981),1
Lost in the Funhouse,0
Many Lives  Many Masters: The True Story of a Prominent Psychiatrist  His Young Patient  and the Past Life Therapy That Changed Both Their Lives,0
Friday the 13th Part VIII: Jason Takes Manhattan (1989),1
The Richest Man in Babylon,0
Henry Fool (1997),1
The Classic Ten: The True Story of the Little Black Dress and Nine Other Fashion Favorites,0
Invisible Man,0
The Raven Prince (Princes Trilogy  #1),0
In Praise of Shadows,0
Something Borrowed (Darcy & Rachel  #1),0
Time of the Twins (Dragonlance: Legends  #1),0
"Dark Half, The (1993)",1
Dingo (1992),1
Edgar A. Poe: Mournful and Never-ending Remembrance,0
Feast: Food to Celebrate Life,0
Ballet and Modern Dance,0
Jonah Who Will Be 25 in the Year 2000 (1976),1
I'm Not Rappaport (1996),1
The Gospel of Filth: A Bible of Decadence & Darkness,0
Into the Woods (De Beers  #4),0
Selections from the Oakland Tribune Archives (Images of America: California),0
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,0
Wolf (1994),1
Patriot Games (1992),1
Past Mortem,0
Slim to None: A Journey Through the Wasteland of Anorexia Treatment,0
The Divine Comedy  Vol. I: Inferno,0
The Denial of Death,0
"Fistful of Dollars, A (1964)",1
Chain of Fools (2000),1
Braindead (1992),1
"Theory of Flight, The (1998)",1
The Drifting Classroom  Vol. 4 (Drifting Classroom),0
The Mammoth Book of Golden Age Science Fiction: Ten Classic Stories from the Birth of Modern Science Fiction Writing,0
Let's Get Harry (1986),1
Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion,0
"Slipper and the Rose, The (1976)",1
Lord Malquist and Mr. Moon,0
Little Big Man (1970),1
Army of Darkness (1993),1
The Call of the Wild and Three Other Klondike Stories,0
Different for Girls (1996),1
Beautiful (2000),1
Roustabout (1964),1
The Metamorphosis,0
"Birds, The (1963)",1
Main Street,0
The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),0
Something for Everyone (1970),1
"Nightmare Before Christmas, The (1993)",1
Famous Last Words,0
Moonstruck (1987),1
Zeus and Roxanne (1997),1
Jury Duty (1995),1
Marvel 1602,0
The Rise and Fall of Anne Boleyn,0
The Makioka Sisters,0
Fools Rush In (1997),1
"Adventures of Sebastian Cole, The (1998)",1
The Philip K. Dick Reader,0
The Children's Homer: The Adventures of Odysseus and the Tale of Troy,0
Man's Search for Meaning,0
Sliding Scales (Pip & Flinx #10),0
How to Save Your Own Life: An Isadora Wing Novel,0
The Unbearable Lightness of Being,0
The Long Winter (Little House  #6),0
Kids Are Worth It!: Giving Your Child the Gift of Inner Discipline,0
"Proprietor, The (1996)",1
Tank Girl (1995),1
Hellraiser III: Hell on Earth (1992),1
Wirey Spindell (1999),1
Late Bloomers (1996),1
It Happened One Night (1934),1
Prey,0
Xénocide (Ender's Saga  #3),0
Tales From the Crypt Presents: Demon Knight (1995),1
Love Walked In (1998),1
Phantasm II (1988),1
El Reino Animal,0
The Frequencies,0
The Essential Neruda: Selected Poems,0
Snowriders (1996),1
Prisoner of the Mountains (Kavkazsky Plennik) (1996),1
Veil: The Secret Wars of the CIA 1981-1987,0
The Riverside Milton,0
Read My Lips: Sexual Subversion and the End of Gender,0
Wisdom (1986),1
My Son the Fanatic (1998),1
Wild Bill (1995),1
Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America,0
Ashes of Time (1994),1
Teen Angst? Naaah...,0
Alaska (1996),1
Nick of Time (1995),1
Brothers in Trouble (1995),1
Addicted to Love (1997),1
The Communist Manifesto,0
Madonna: Truth or Dare (1991),1
Black Cats and Broken Mirrors,0
A Bend in the Road,0
American Dream (1990),1
"Tie That Binds, The (1995)",1
Forty Stories,0
Back When We Were Grownups,0
"Associate, The (1996)",1
"Three Musketeers, The (1993)",1
The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,0
Monster: The Autobiography of an L.A. Gang Member,0
One Man's Hero (1999),1
Open My Eyes  Lord: A Practical Guide to Angelic Visitations and Heavenly Experiences,0
Nineteen Eighty-Four,0
Love Serenade (1996),1
Jerry & Tom (1998),1
House Party (1990),1
Dear Jesse (1997),1
"Great Dictator, The (1940)",1
犬夜叉 10,0
The New York Times Guide to Essential Knowledge,0
October Light,0
Black Meets White,0
Embracing the Love of God: The Path and Promise of Christian Life,0
East of Eden (1955),1
鋼之鍊金術師 6,0
Clubland (1998),1
The Broker,0
Utopia,0
54 (1998),1
Blood Meridian,0
Sonnets,0
The Science Book,0
Phylogenesis (Founding of the Commonwealth  #1),0
Mildred Pierce (1945),1
Ficciones,0
The God of Small Things,0
Asfour Stah (1990),1
24 7: Twenty Four Seven (1997),1
Mumbo Jumbo,0
Hitty  Her First Hundred Years,0
Fletch Lives (1989),1
Killing Zoe (1994),1
The Sigma Protocol,0
Maigret Loses His Temper (Maigret  #61),0
The Midwife's Tale,0
The Sleepwalkers: A History of Man's Changing Vision of the Universe,0
"Name of the Rose, The (1986)",1
Wild Magic (Drinker of Souls: Wild Magic  #1),0
Beautiful Thing (1996),1
The Organized Student: Teaching Children the Skills for Success in School and Beyond,0
Only You (1994),1
Trial by Jury (1994),1
Frankenstein (1931),1
L'Étranger,0
Rain (1932),1
The Alibi,0
Air Bud: Golden Receiver (1998),1
Escape from the Planet of the Apes (1971),1
Heartburn (1986),1
Secret Agent (1936),1
Picnic at Hanging Rock (1975),1
Twilight (1998),1
Suzanne's Diary for Nicholas,0
The Luzhin Defense,0
Stars and Bars (1988),1
Little Big Book for God's Children,0
J.R.R. Tolkien: A Biography,0
Lonesome Dove,0
The Bishop's Boys: A Life of Wilbur and Orville Wright,0
"Impostors, The (1998)",1
Sneakers (1992),1
Do the Right Thing (1989),1
Jungle Fever (1991),1
"Jails, Hospitals & Hip-Hop (2000)",1
Today I Feel Silly  Other Moods That Make My Day,0
Celtic Pride (1996),1
The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,0
The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,0
Norden,0
The Eyre Affair (Thursday Next  #1),0
The Samurai,0
A World of Art,0
Mysteries,0
Mars Attacks! (1996),1
"Story of Xinghua, The (1993)",1
The Dot and the Line: A Romance in Lower Mathematics,0
Smithsonian Intimate Guide to Human Origins,0
Tombstone (1993),1
"Fox and the Hound, The (1981)",1
"Hunted, The (1995)",1
The Leatherstocking Tales  Vol. 1: The Pioneers / The Last of the Mohicans / The Prairie,0
Priest (1994),1
Groucho  Harpo  Chico  and Sometimes Zeppo: A History of the Marx Brothers and a Satire on the Rest of the World,0
Season of Mists (The Sandman  #4),0
Real Boys: Rescuing Our Sons from the Myths of Boyhood,0
The Deep End of the Ocean (Cappadora Family  #1),0
Mr. Wrong (1996),1
Trapped (Mississippi #2),0
Tin Men (1987),1
Flatliners (1990),1
Master of Dragons (Mageverse #5),0
Kull the Conqueror (1997),1
The Winthrop Woman,0
Thus Spake Zarathustra: A Book for All and None,0
Breaker Morant (1980),1
The Celestine Prophecy,0
The Master Mind of Mars (Barsoom #6),0
"Client, The (1994)",1
Westworld (1973),1
Legacy of Blood (Diablo  #1),0
Mass Appeal (1984),1
"Promise, The (Versprechen, Das) (1994)",1
Miss Julie (1999),1
My Chauffeur (1986),1
Harvest (1998),1
Alice's Adventures in Wonderland: A Pop-Up Adaptation,0
Dead Souls,0
Beverly Hills Ninja (1997),1
Kramer Vs. Kramer (1979),1
The Thrill of Victory,0
Winter (Four Seasons  #4),0
The Fashion System,0
Willow (1988),1
Brazil (1985),1
The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),0
The History of Rock and Roll (World History),0
The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,0
The Ethics of Rhetoric,0
